,idSucursal,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
523,680,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Carhue 1427,-34.653948,-58.51897,Carhue 1427,Autoservicio
524,682,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Viamonte 702,-34.599933,-58.376924,Viamonte 702,Autoservicio
525,683,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cramer 2463,-34.561264,-58.464248,Cramer 2463,Autoservicio
526,684,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Mexico 1530,-34.615549,-58.387978,Mexico 1530,Autoservicio
527,685,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Pareja 4890,-34.605415,-58.52370500000001,Pareja 4890,Autoservicio
528,686,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Juan Agustin Garcia 3202,-34.61257,-58.486073,Juan Agustin Garcia 3202,Autoservicio
529,687,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Alvarez Jonte 1938,-34.603522,-58.471445,Alvarez Jonte 1938,Autoservicio
530,688,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Lope De Vega 19,-34.63691,-58.49946600000001,Lope De Vega 19,Autoservicio
531,689,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Independencia 2716,-34.619005,-58.403897,Av. Independencia 2716,Autoservicio
532,691,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. La Plata 716,-34.623822,-58.4273,Av. La Plata 716,Autoservicio
533,693,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Pedro Goyena 1680,-34.628516,-58.4521,Pedro Goyena 1680,Autoservicio
534,694,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Tucuman 1541,-34.601674,-58.38872900000001,Tucuman 1541,Autoservicio
535,695,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Almirante Brown 261,-34.628636,-58.366311,Almirante Brown 261,Autoservicio
536,697,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Caboto 420,-34.627790000000005,-58.360295,Caboto 420,Autoservicio
537,698,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Belaustegui 2748,-34.615452000000005,-58.475326,Belaustegui 2748,Autoservicio
538,699,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Dorrego 2145,-34.578078000000005,-58.439338,Dorrego 2145,Autoservicio
539,710,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Nahuel Huapi 5038,-34.571129,-58.48838000000001,Nahuel Huapi 5038,Autoservicio
540,711,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Alvarez Thomas 372,-34.58128,-58.44905,Alvarez Thomas 372,Autoservicio
541,715,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cordoba 4967,-34.591615000000004,-58.4339,Cordoba 4967,Autoservicio
542,716,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Castañeda 1836,-34.553982,-58.436642000000006,Castañeda 1836,Autoservicio
543,721,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Tres De Febrero 1857,-34.561609000000004,-58.449967,Tres De Febrero 1857,Autoservicio
544,723,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Leandro N. Alem 198,-34.60537,-58.370312,Alem 198,Autoservicio
545,724,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Ayacucho 539,-34.602748,-58.395363,Ayacucho 539,Autoservicio
546,725,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Directorio 2320,-34.633156,-58.459408,Directorio 2320,Autoservicio
547,726,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Lisandro De Latorre 199,-34.641224,-58.521055,Lisandro De Latorre 199,Autoservicio
548,727,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Montiel 168,-34.641073,-58.526236,Montiel 168,Autoservicio
549,730,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Esmeralda 151,-34.606445,-58.377861,Esmeralda 151,Autoservicio
550,731,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Sarmiento 4551,-34.60400300000001,-58.429635,Sarmiento 4551,Autoservicio
551,732,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Ambrosetti 758,-34.609696,-58.438723,Ambrosetti 758,Autoservicio
552,733,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Lisandro De Latorre 790,-34.647473,-58.519847,Lisandro De Latorre 790,Autoservicio
553,734,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Urquiza 1015,-34.622701,-58.409197,Urquiza 1015,Autoservicio
554,735,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Pueyrredon 2120,-34.587782000000004,-58.3979,Pueyrredon 2120,Autoservicio
555,739,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Franklin D Roosevelt 3002,-34.560829,-58.46618100000001,Franklin D Roosevelt 3002,Autoservicio
556,740,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Varela 888,-34.639449,-58.45854300000001,Varela 888,Autoservicio
557,742,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Juan Bautista Alberdi 5494,-34.649025,-58.49953100000001,Juan B. Alberdi 5494,Autoservicio
558,1007,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-F,La Rioja,Ortiz De Ocampo 1127,-29.428056,-66.862434,La Rioja,Hipermercado
559,1011,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-A,Salta,Av Paraguay 1450,-24.804821,-65.420784,Salta,Hipermercado
560,1012,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-G,Santiago Del Estero,Av Belgrano Sur 2663,-27.809677,-64.249649,Santiago,Hipermercado
561,1013,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Tigre,Colombia 1212,-34.47377,-58.66267,Tigre,Hipermercado
562,1015,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-M,Maipu,Maza 470,-32.978813,-68.79714200000001,Maipu,Hipermercado
563,1021,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-Q,Neuquen,Av Belgrano 2735,-38.950523,-68.097285,Neuquen,Hipermercado
564,1022,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-R,San Carlos De Bariloche,Av J Hermann E/Pje Gutierrez Y Calfu Co 0 None,-41.160854,-71.31914499999998,Bariloche,Hipermercado
565,1023,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-L,Santa Rosa,Circunvalacion Ing Marzo 1550,-36.603195,-64.270973,La Pampa,Hipermercado
566,1024,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-P,Formosa,Av Gunitsky 3636,-26.19504,-58.203313,Formosa,Hipermercado
567,1026,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-K,San Fernando Del Valle De Catamarca,Av Villafañe 2420,-28.467222,-65.755218,Catamarca,Hipermercado
568,1028,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Almirante Brown,Av Espora 2074,-34.816631,-58.38989599999999,Almirante Brown,Hipermercado
569,1029,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Moreno,Av Julio Argentino Roca 3500,-34.588063,-58.745112,Moreno,Hipermercado
570,1031,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-Y,San Salvador De Jujuy,Riobamba Y Ruta 9 None,-24.210677,-65.28849699999999,Jujuy,Hipermercado
571,1032,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Ingeniero Pablo Nogues,Rn 197 Av Del Sesquicentenario 1781,-34.499103000000005,-58.710798,Malvinas Arg,Hipermercado
572,1033,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-T,Banda Del Rio Sali,Guatemala Y Av. San Martin None,-26.837785,-65.16938,Rio Sali,Supermercado
573,1035,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Caseros,Av Pte Peron 9150,-34.575111,-58.611389,Tres De Febrero,Hipermercado
574,1038,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-R,Cipolletti,Bolivia 1169,-38.931846,-67.984138,Cipoletti,Hipermercado
575,1039,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-E,Parana,Av Blas Parera 1152,-31.74191,-60.493869,Parana,Hipermercado
576,1042,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-U,Trelew,Avenida Eva Peron 719,-43.249282,-65.29080400000001,Trelew,Hipermercado
577,1050,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Lanus,Boulevard De Los Italianos 321,-34.718809,-58.351975,Lanus,Hipermercado
578,1051,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-N,Posadas,Av Tambor De Tacuari 5158,-27.367221,-55.92750899999999,Posadas,Hipermercado
579,1052,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-A,San Ramon De La Nueva Oran,Av Pueyrredon Y Av Palacios None,-23.144838,-64.326263,Oran,Hipermercado
580,1053,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-R,Viedma,Tierra Del Fuego 514,-40.824867,-62.984272,Viedma,Hipermercado
581,1055,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-D,Villa Mercedes,Av Pte Peron E/J Daract Y Necochea 825,-33.680309,-65.452308,Villa Mer,Hipermercado
582,1056,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-X,Villa Nueva,Av Carranza E/ Lima Y Costanera 980,-32.423605,-63.24397800000001,Villa Nueva,Hipermercado
583,1059,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Gonzalez Catan,Av.Bder.Gral.J.M. De Rosas 14446,-34.763558,-58.618841,Gonzalez Catan,Hipermercado
584,1060,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-X,Barrio Matienzo *,Av Fuerza Aerea Argentina 4372,-31.432014,-64.24399100000001,Cdba-Fuerza Aerea,Supermercado
585,1061,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Junin,Ruta N° 7 Y Sargento Cabral None,-34.597411,-60.975084,Junin,Hipermercado
586,1067,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-M,General San Martin,Boulogne Sur Mer 700,-33.079826000000004,-68.482803,San Martin,Hipermercado
587,1074,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-W,Goya,Av.Pte.D.F.Sarmiento Y J.M.Soto None,-29.154703,-59.272544,Goya,Hipermercado
588,1075,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-A,Barrio Castañares,Avenida Fuerza Aerea Esq. Aguas Blancas None,-24.7261,-65.403373,Salta Ciudad Judicial,Hipermercado
589,1076,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Temperley,Cerrito 1891,-34.756839,-58.377738,Lomas Cerrito,Hipermercado
590,1077,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-L,General Pico,Calle 319 352,-35.662563,-63.78319499999999,Gral Pico,Hipermercado
591,1078,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-A,Tartagal,Paraguay Y Ruta Nac. Nro. 34 None,-22.513508,-63.79213100000001,Tartagal,Hipermercado
592,1080,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-G,Santiago Del Estero,Avenida Leopoldo Lugones Esq. Pedro Cont None,-27.82813,-64.270004,Santiago Sur,Hipermercado
593,1081,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-J,Barrio Rawson,Av. Doctor Ortega Y Las Vicentinas None,-31.575672,-68.543724,Rawson,Hipermercado
594,1082,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-T,San Miguel De Tucuman,Avenida Jujuy Y Avenida Democracia None,-26.866111,-65.22110699999999,Tucuman,Supermercado
595,1085,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-W,Corrientes,Avenida Maipu Y Los Condores None,-27.500421000000006,-58.812722,Corrientes,Hipermercado
596,1086,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-P,Formosa,Dr. Laureano Maradona Y Somacal None,-26.151456,-58.161308,Formosa Ii,Hipermercado
597,1088,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-T,Concepcion,Avenida Guemes Esq. Francia None,-27.35041,-65.589111,Concepcion,Hipermercado
598,1092,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-J,San Juan,Avenida N. Benavidez Esq. Colon 1050,-31.51111,-68.546211,San Juan Chimbas,Hipermercado
599,1097,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-X,Barrio Aeronautico *,Avenida Donato Alvarez 8600,-31.32402,-64.269118,Cordoba Donato Alvarez,Hipermercado
600,1098,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-H,Presidencia Roque Saenz Peña,Avenida J. M. De Rosas 1298,-26.791271,-60.45274300000001,Roque Saenz Peña,Hipermercado
601,1099,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-N,Posadas,Avenida Cabo De Hornos 4130,-27.425611,-55.933212,Posadas Ii,Hipermercado
602,1100,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-L,Santa Rosa,Avenida Pte. Juan D. Peron Esq. Utracan None,-36.634811,-64.315208,Santa Rosa Ii,Hipermercado
603,1106,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-T,San Miguel De Tucuman,Avenida Ejercito Del Norte 2324,-26.794185,-65.224521,Tucuman Ii,Hipermercado
604,1108,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-U,Puerto Madryn,Avenida Juan B. Justo 1885,-42.784827,-65.033376,Puerto Madryn,Hipermercado
605,1110,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Claypole,Avenida Lacaze 3963,-34.809112,-58.34391,Claypole,Supermercado
606,1111,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-Y,San Pedro,San Gabriel 712,-24.22491,-64.860412,San Pedro Jujuy,Hipermercado
607,1114,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-P,Clorinda,Av. Tucuman Y Soldado Argentino None,-25.287482,-57.723763,Clorinda,Supermercado
608,1115,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-R,General Roca,Chula Vista 1550,-39.036712,-67.588813,Gral Roca,Supermercado
609,1116,11,2,Changomas,Wal Mart Argentina S.R.L.,Ar-B,Moron,Av. Don Bosco 5635,-34.689084,-58.62624399999999,Moron,Hipermercado
610,1027,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-C,Ciudad Autonoma Buenos Aires,Av. Peron Eva 5526,-34.661576000000004,-58.484237,Mataderos,Supermercado
611,1030,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,Jose Clemente Paz,Av Gaspar Campos 5690,-34.530126,-58.749982,Jose C Paz,Supermercado
612,1036,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,Moreno,Martinez Melo 151,-34.651918,-58.792474,Moreno Shopping,Supermercado
613,1037,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,San Martin,Estrada 3072,-34.5741,-58.530495,San Martin,Supermercado
614,1044,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,Williams Morris *,Av Villegas 2750,-34.587223,-58.662776,Hurlimgham I,Supermercado
615,1045,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,Villa Santos Tesei,Av. Gob. Valentin Vergara Esq. Cayetano 2950,-34.607496999999995,-58.635181,Hurlimgham Ii,Supermercado
616,1046,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,Pergamino,Boulevard Dardo Rocha 280,-33.894012,-60.564921,Pergamino,Supermercado
617,1084,11,4,Mi Changomas,Wal Mart Argentina S.R.L.,Ar-B,San Vicente,Avenida 25 De Mayo 37,-35.02346,-58.423526,San Vicente,Supermercado
618,1002,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-X,Rio Cuarto,Juan B Justo 2052,-33.131159999999994,-64.3824,Rio Iv,Hipermercado
619,1003,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-D,San Luis,Av Del Fundador (Ruta Nacional 7 Y 147) 1450,-33.296619,-66.303039,San Luis,Hipermercado
620,1004,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,San Fernando,Cno Bancalari E/202 Y Uruguay None,-34.484169,-58.595829,San Fernando,Hipermercado
621,1005,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-M,Mendoza Ciudad,Boulogne Sur Mer Y Regalado Olguin None,-32.850687,-68.858646,Las Heras,Hipermercado
622,1006,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-J,Barrio Rivadavia,Jose Ignacio De La Rosa Oeste 806,-31.541112,-68.573364,San Juan,Hipermercado
623,1008,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-W,Corrientes,Gregorio Pomar 840,-27.47005,-58.805927,Corrientes,Hipermercado
624,1010,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-X,Ciudad De Cordoba Norte,Av Circunvalacion Este 2557,-31.466986,-64.162452,Cordoba Sur,Hipermercado
625,1014,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Lujan,Roberto J Payro 198,-34.548107,-59.112037,Lujan,Hipermercado
626,1016,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Sarandi,Autopista Bs As La Plata Km 9 0 None,-34.678569,-58.334423,Avellaneda 2,Hipermercado
627,1017,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Tablada,Monseñor Bufano 6050,-34.701454,-58.534011,La Tablada,Hipermercado
628,1018,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Barrio El Dorado,Av Calchaqui 700,-34.733394,-58.29361700000001,Quilmes,Hipermercado
629,1020,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-T,San Miguel De Tucuman,Av Camino Del Peru 950,-26.804676,-65.26001,Tucuman,Hipermercado
630,1043,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Gregorio De Laferrere,Ruta 21 Y Carlos Casares None,-34.741890000000005,-58.564317,Laferrere,Hipermercado
631,1054,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Olavarria,Av Rivadavia 4370,-36.880767,-60.304042,Olavarria,Hipermercado
632,1057,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-U,Comodoro Rivadavia,Avenida Chile 350,-45.883474,-67.525299,Comodoro,Hipermercado
633,1058,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-H,Resistencia,Avenida Marconi 2279,-27.446553,-59.021331,Resistencia,Hipermercado
634,1068,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-M,Godoy Cruz,Avenida San Martin Sur 2575,-32.951366,-68.85859599999999,Palmares,Hipermercado
635,1087,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Pilar,Colectora Acceso Norte 51500,-34.448738,-58.885978,Pilar,Hipermercado
636,1093,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-U,Comodoro Rivadavia,Avenida Libertador Gral. San Martin 1585,-45.827236,-67.467628,Comodoro Norte,Hipermercado
637,1096,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Santos Lugares,Avda. Gral. J. J. Urquiza 4320,-34.60665,-58.555198,Caseros,Hipermercado
638,2997,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-C,Ciudad Autonoma Buenos Aires,Av. De Los Constituyentes 6020,-34.572793,-58.5078,Grafa,Hipermercado
639,2998,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,San Justo,Brig Gral J M Rosas 3990,-34.68584,-58.555326,San Justo,Hipermercado
640,2999,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Avellaneda,Av Guemes 861,-34.677509,-58.366668,Avellaneda,Hipermercado
641,3601,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,La Plata Noroeste De La Calle 50,Camino Centenario 1876,-34.89049,-57.996848,La Plata,Hipermercado
642,3602,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-B,Bahia Blanca,Sarmiento 4114,-38.697583,-62.243096,Bahia Bl,Hipermercado
643,3603,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-S,Santa Fe,Ruta Nac 168 Km 474 None,-31.642111,-60.65644,Santa Fe (24Hs),Hipermercado
644,3604,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-E,Parana,Anacleto Medina 319,-31.721006,-60.547111,Parana,Hipermercado
645,3605,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-X,Ciudad De Cordoba Norte,Av Colon 6051,-31.395535,-64.259731,Cordoba Oe,Hipermercado
646,3606,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-X,Ciudad De Cordoba Norte,Mauricio Yadarola 1699,-31.391634000000003,-64.15848299999999,Cordoba Este,Hipermercado
647,3608,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-Q,Neuquen,Eugenio Perticone 1255,-38.960601,-68.041,Neuquen (24Hs),Hipermercado
648,3613,11,5,Walmart Supercenter,Wal Mart Argentina S.R.L.,Ar-M,Villanueva,Moldes 1023,-32.91451,-68.825287,Mendoza (24Hs),Hipermercado
649,101,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Avellaneda,Italia 62,-34.6650066,-58.3623175,Avellaneda ,Supermercado
650,103,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Gaona 1956,-34.612114899999995,-58.4550437,Ivonne ,Hipermercado
651,104,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Quilmes,12 De Octubre 3054,-34.7437163,-58.2891868,Quilmes ,Supermercado
652,105,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Monte Grande,Boulevar Bs. As. 710,-34.814703,-58.456994,Monte Grande ,Hipermercado
653,107,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Lomas De Zamora,Hipolito Irigoyen 10699,-34.78172720000001,-58.40670649999999,Temperley ,Hipermercado
654,108,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Cabildo 4125,-34.5458941,-58.4705622,Cabildo ,Supermercado
655,109,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-E,Parana,Coronel Juan M. Piran 801,-31.741937100000005,-60.538765100000006,Parana ,Hipermercado
656,110,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,V Illa Lugano,Soldado De La Frontera 5258,-34.684517799999995,-58.46414470000001,Lugano ,Hipermercado
657,111,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,San Martin,Av. Balbin 2030,-34.58105379999999,-58.5418252,San Martin,Supermercado
658,116,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Caballito,Yerbal 1062,-34.62116,-58.445992,Yerbal ,Supermercado
659,117,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Campana,Juan M. Estrada 878,-34.1659506,-58.9611328,Campana ,Supermercado
660,118,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Ciudad De Santa Fe,Rivadavia 3396,-31.637308,-60.7017017,Santa Fe ,Hipermercado
661,121,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Lugano,Larrazabal 3443,-34.671088,-58.47915,Larrazabal ,Supermercado
662,123,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Bella Vista,O Higgins 1263,-34.5715475,-58.6833252,Bella Vista ,Supermercado
663,124,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. San Juan 2168,-34.6230367,-58.3959072,San Juan ,Hipermercado
664,125,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Cdad. De Bs.As,Lope De Vega 1742,-34.623834,-58.512072,Lope De Vega ,Supermercado
665,129,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Ciudadela,Comesaña 4056,-34.6287238,-58.5488933,Ciudadela ,Hipermercado
666,13,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Gonzalez Catan,Av. Brig. Gral. Juan Manuel De Rosas 14457,-34.764146000000004,-58.6200547,Ruta 3 ,Supermercado
667,130,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Bernal,Av. Dardo Rocha 251,-34.719142,-58.29132729999999,Bernal ,Supermercado
668,131,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Jose C Paz,Hipolito Yrigoyen 1826,-34.519576,-58.7531003,Jose C. Paz ,Hipermercado
669,136,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Pedro Goyena 565,-34.62593270000001,-58.4355294,Pedro Goyena ,Supermercado
670,149,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,La Plata,Calle 43 782,-34.91325870000001,-57.9601721,La Plata ,Supermercado
671,151,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Parque Chacabuco,Asamblea 1100,-34.6358296,-58.4415417,Asamblea ,Supermercado
672,153,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Alvarez Jonte 2502,-34.60737570000001,-58.47749200000001,Jonte ,Supermercado
673,154,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Escobar,Tapia De Cruz 420,-34.3456017,-58.7928537,Escobar ,Supermercado
674,155,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Pilar,Country Highland Park None,-34.419958,-58.79467800000001,155 Highland Park ,Supermercado
675,158,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Charcas 2980,-34.5924706,-58.4111036,Charcas ,Hipermercado
676,159,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Bartolome Mitre 1558,-34.6077047,-58.3879012,Mitre ,Supermercado
677,160,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Antartica Argentina 1160,-34.5850445,-58.372698,Sados ,Hipermercado
678,162,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Pilar,Tortugas Country Club None,-34.4620027,-58.7601993,Tortuguitas ,Supermercado
