,idSucursal,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
1265,370,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  La Plata 1976,-34.6377738,-58.4241346,370 - Boedo,Autoservicio
1266,371,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Tte.Gral.Donato Alvarez 1532,-34.609182399999995,-58.46181770000001,371 - Villa General Mitre,Autoservicio
1267,375,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Cabildo 3140,-34.553206200000005,-58.4647421,375 - Nua±Ez,Autoservicio
1268,377,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Intendente Francisco Rabanal 2261,-34.6594782,-58.42864010000001,377 - Villa Soldati,Autoservicio
1269,378,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Ortega Y Gassete Jose 1786,-34.5698385,-58.4322732,378 - Palermo,Autoservicio
1270,379,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Lope De Vega 1155,-34.6286214,-58.5058549,379 - Velez Sarsfield,Autoservicio
1271,380,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Juan B. Justo 2540,-34.5944326,-58.4438175,380 - Villa Crespo,Autoservicio
1272,381,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Pedernera 280,-34.63256989999999,-58.4627288,381 - Flores,Autoservicio
1273,382,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Guayaquil 264,-34.6199615,-58.4323637,382 - Caballito,Autoservicio
1274,383,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Rivadavia 8378,-34.6337695,-58.4816573,383 - Velez Sarsfield,Autoservicio
1275,384,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Pueyrredon 576,-34.6036515,-58.405234,384 - Balvanera,Autoservicio
1276,386,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Montiel 3829,-34.6764626,-58.4933966,386 - Villa Lugano,Autoservicio
1277,387,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Olivera 1268,-34.6530744,-58.4814134,387 - Villa Lugano,Autoservicio
1278,389,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Boyaca 37,-34.6262843,-58.4569877,389 - Flores,Autoservicio
1279,39,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Caa±Uelas,Cl Rivadavia 800,-35.0530892,-58.7606411,39 - Caa±Uelas,Autoservicio
1280,390,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Rivadavia 7370,-34.6306283,-58.4692321,390 - Flores,Autoservicio
1281,391,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  Nazca 1316,-34.6182691,-58.476016,391 - Villa Santa Rita,Autoservicio
1282,392,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Tte.Gral.Juan Domingo Peron (Balvanera) 2560 2560,-34.607513,-58.40283879999999,392 - Balvanera,Autoservicio
1283,393,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Cramer 2875,-34.5580778,-58.4669991,393 - Belgrano,Autoservicio
1284,394,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Directorio 134,-34.6273133,-58.42864010000001,394 - Caballito,Autoservicio
1285,395,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Fitz Roy 2292,-34.5795405,-58.4310392,395 - Palermo,Autoservicio
1286,396,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Gurruchaga 431,-34.5978334,-58.442373,396 - Villa Crespo,Autoservicio
1287,397,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Dr.Tomas M.De Anchorena 541,-34.6034002,-58.4100788,397 - Balvanera,Autoservicio
1288,398,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Congreso 1802,-34.5523401,-58.45648860000001,398 - Belgrano,Autoservicio
1289,4,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Caseros 2938,-34.6369605,-58.4045551,4 - Parque Patricios,Autoservicio
1290,40,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Ezeiza,Cl Guillermo Gaddini 109,-34.891003999999995,-58.566485,40 - Ezeiza,Autoservicio
1291,400,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Maipu 512,-34.6021724,-58.37672320000001,400 - San Nicolas,Autoservicio
1292,401,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Dr. Ricardo Balbin 3650,-34.5556464,-58.4821174,401 - Saavedra,Autoservicio
1293,402,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Juan Francisco Segui 4668,-34.573304799999995,-58.4220692,402 - Palermo,Autoservicio
1294,403,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  Chiclana 3683,-34.6372315,-58.4157757,403 - Boedo,Autoservicio
1295,404,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Murguiondo 3236,-34.668423,-58.486858,404 - Villa Lugano,Autoservicio
1296,405,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  Montes De Oca 1438,-34.644030900000004,-58.373563,405 - Barracas,Autoservicio
1297,406,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Monroe 1616,-34.5538167,-58.4523061,406 - Belgrano,Autoservicio
1298,407,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Ciudad De La Paz 1984,-34.56373320000001,-58.456730500000006,407 - Belgrano,Autoservicio
1299,408,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Raul Scalabrini Ortiz 1647,-34.590569200000004,-58.4244299,408 - Palermo,Autoservicio
1300,409,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Jose Bonifacio 1773,-34.629904499999995,-58.3891921,409 - Flores,Autoservicio
1301,41,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Berisso,Cl Montevideo 1020,-34.8702073,-57.88087339999999,41 - Berisso,Autoservicio
1302,410,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Lope De Vega 3472,-34.6119685,-58.5279779,410 - Villa Devoto,Autoservicio
1303,411,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Patron 6273,-34.6467684,-58.5140065,411 - Liniers,Autoservicio
1304,412,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Triunvirato 4933,-34.5727565,-58.4883282,412 - Villa Urquiza,Autoservicio
1305,413,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Monroe 2442,-34.5585404,-58.4603022,413 - Belgrano,Autoservicio
1306,414,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Elcano 3521,-34.577198,-58.45996510000001,414 - Colegiales,Autoservicio
1307,415,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Paraguay 788,-34.5976686,-58.37818340000001,415 - Retiro,Autoservicio
1308,416,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Estado De Israel 4758,-34.601448100000006,-58.4316253,416 - Almagro,Autoservicio
1309,417,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Cabildo 1426,-34.5672438,-58.4502161,417 - Colegiales,Autoservicio
1310,418,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av De Los Incas 4701,-34.5830372,-58.476676,418 - Parque Chas,Autoservicio
1311,42,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Alvarez Jonte 4471,-34.61780529999999,-58.5020885,42 - Monte Castro,Autoservicio
1312,420,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  Triunvirato 3217,-34.583693,-58.46752660000001,420 - Villa Ortuzar,Autoservicio
1313,421,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Peru 486,-34.6136307,-58.3746625,421 - Monserrat,Autoservicio
1314,422,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Justo Doctor Juan Bautista 7533,-34.6298967,-58.4954224,422 - Velez Sarsfield,Autoservicio
1315,423,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Gorriti Jose Ignacio 4955,-34.589669,-58.43076110000001,423 - Palermo,Autoservicio
1316,424,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Cordoba 5799,-34.58612479999999,-58.442219,424 - Palermo,Autoservicio
1317,425,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Peron Tte. Gral. Juan Domingo 927,-34.606030600000004,-58.3796983,425 - San Nicolas,Autoservicio
1318,426,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Pueyrredon 1070,-34.597836,-58.403697,426 - Recoleta,Autoservicio
1319,427,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,El Salvador 5675,-34.582556,-58.43161510000001,427 - Palermo,Autoservicio
1320,428,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Federico Lacroze 2178,-34.56768,-58.4428269,428 - Palermo,Autoservicio
1321,429,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Escalada 2341 2341,-34.659422,-58.476611,429 - Villa Lugano,Autoservicio
1322,43,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Berisso,Cl Montevideo 2181,-34.874208200000005,-57.86783370000001,43 - Berisso,Autoservicio
1323,430,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Libertador 6144 6144,-34.55308,-58.48897,430 - Belgrano,Autoservicio
1324,431,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Corrientes 4938 4938,-34.600968,-58.435513,431 - Villa Crespo,Autoservicio
1325,432,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Parana-Entre Rios,Cl Gral. Gervasio Artigas 883,-31.755047,-60.509048,432 - Parana-Entre Rios,Autoservicio
1326,433,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Parana-Entre Rios,Av Churruarin 601,-31.743916,-60.509477,433 - Parana-Entre Rios,Autoservicio
1327,434,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Parana-Entre Rios,Los Ceibos 798,-31.734235,-60.547349,434 - Parana-Entre Rios,Autoservicio
1328,435,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Alvarez Thomas 3210,-34.5716404,-58.48319920000001,435 - Villa Urquiza,Autoservicio
1329,436,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Rawson 26,-34.612793,-58.42542,436 - Almagro,Autoservicio
1330,437,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Santa Fe 4607,-34.578647,-58.425507,437 - Palermo,Autoservicio
1331,438,15,1,Supermercados Dia,Dia Argentina S.A,Ar-S,Funes,Cl Angelome 2066,-32.920926,-60.812213,438 - Funes,Autoservicio
1332,439,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av De Mayo 1431,-34.609441,-58.38660600000001,439 - Monserrat,Autoservicio
1333,44,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Lomas Del Mirador,Cl Bri.Grl Don J.M.De Rosas 945,-34.6673153,-58.5306422,44 - Lomas Del Mirador,Autoservicio
1334,440,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Corrientes 3853,-34.603357,-58.418825,440 - Almagro,Autoservicio
1335,441,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Rauch,Coronel Suarez 150,-36.777248,-59.08836899999999,441 - Rauch,Autoservicio
1336,442,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Viale,Sarmiento 0,-31.870495,-60.008211,442 - Viale,Autoservicio
1337,443,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Parana-Entre Rios,Tte. Miguel Gimenez 2553,-31.763742,-60.412963,443 - Parana-Entre Rios,Autoservicio
1338,444,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Federico Lacroze 3642,-34.582023,-58.451888,444 - Chacarita,Autoservicio
1339,445,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Elcano 3049,-34.5712254,-58.4586216,445 - Colegiales,Autoservicio
1340,446,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Otamendi 443,-34.611724200000005,-58.433276600000006,446 - Caballito,Autoservicio
1341,447,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  Directorio 5024,-34.6510531,-58.4911522,447 - Mataderos,Autoservicio
1342,448,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av La Plata 1570,-34.6510531,-58.4911522,448 - Boedo,Autoservicio
1343,449,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Juramento 2445,-34.5623559,-58.4573105,449 - Belgrano,Autoservicio
1344,45,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Lisandro De La Torre 1151,-34.650879,-58.5153128,45 - Liniers,Autoservicio
1345,450,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Gral. Las Heras 2421,-34.5863931,-58.39829029999999,450 - Recoleta,Autoservicio
1346,451,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Soldado De La Independencia 1236,-34.5643568,-58.4399389,451 - Palermo,Autoservicio
1347,452,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Coronel Vidal,Av Avellaneda 110,-37.449135,-57.72747,452 - Coronel Vidal,Autoservicio
1348,453,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Humboldt 1574,-34.585471000000005,-58.436601,453 - Palermo,Autoservicio
1349,454,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Sarmiento 814,-34.6047958,-58.3783133,454 - San Nicolas,Autoservicio
1350,455,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Junin 638,-34.6016761,-58.3971054,455 - Balvanera,Autoservicio
1351,456,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Juan B. Alberdi 4459,-34.6416461,-58.4887571,456 - Villa Luro,Autoservicio
1352,457,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Directorio 5640,-34.6550838,-58.4959797,457 - Mataderos,Autoservicio
1353,459,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cap. Gral. Ramon Freire 954,-34.575674,-58.4519034,459 - Colegiales,Autoservicio
1354,46,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Juan Bautista Alberdi 5925,-34.6524097,-58.50335989999999,46 - Mataderos,Autoservicio
1355,460,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av De Los Constituyentes 5380,-34.5763414,-58.499460600000006,460 - Villa Pueyrredon,Autoservicio
1356,461,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Segurola 1438,-34.6227658,-58.4965228,461 - Velez Sarsfield,Autoservicio
1357,463,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Independencia 838,-34.6175785,-58.3779568,463 - Constitucion,Autoservicio
1358,464,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Suipacha 715,-34.5998484,-58.3796545,464 - San Nicolas,Autoservicio
1359,465,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Tucuman 439,-34.6008689,-58.37318910000001,465 - San Nicolas,Autoservicio
1360,466,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Gurruchaga 1824,-34.5878485,-58.42701949999999,466 - Palermo,Autoservicio
1361,467,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Amenabar 1145,-34.5701559,-58.4501603,467 - Colegiales,Autoservicio
1362,468,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Dorrego 1474,-34.5814348,-58.4429618,468 - Colegiales,Autoservicio
1363,469,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  De Los Corrales 7325,-34.66800300000001,-58.50687370000001,469 - Mataderos,Autoservicio
1364,47,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Somellera 5663,-34.676040500000006,-58.47618000000001,47 - Villa Lugano,Autoservicio
1365,470,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Rivadavia 674,-34.608126899999995,-58.3760198,470 - San Nicolas,Autoservicio
1366,471,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Rio De Janeairo 844,-34.6054744,-58.4311424,471 - Caballito,Autoservicio
1367,473,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av San Martin 3172,-34.602017100000005,-58.4686955,473 - Villa General Mitre,Autoservicio
1368,474,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Viamonte 1535,-34.600632399999995,-58.3886005,474 - San Nicolas,Autoservicio
1369,475,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av San Martin 1372,-34.6071505,-58.4484476,475 - Caballito,Autoservicio
1370,477,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Tte.Gral.Juan D.Peron 1901,-34.606897,-58.3937157,477 - Balvanera,Autoservicio
1371,478,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Dorrego 1034,-34.5893691,-58.4462919,478 - Chacarita,Autoservicio
1372,479,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Alvarez Thomas 2423,-34.576896399999995,-58.475887,479 - Villa Urquiza,Autoservicio
1373,48,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Lujan,Cl Humberto Primero 1000,-34.567026,-59.111166,48 - Lujan,Autoservicio
1374,480,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Dr. Ricardo Balbin 4881,-34.552117700000004,-58.4984145,480 - Saavedra,Autoservicio
1375,481,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Rivadavia 2083,-34.6094575,-58.39613170000001,481 - Balvanera,Autoservicio
1376,482,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Scalabrini Ortiz 918,-34.5955928,-58.432102,482 - Villa Crespo,Autoservicio
1377,483,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av San Juan 2283,-34.6231624,-58.3975835,483 - San Cristobal,Autoservicio
1378,484,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Juana Manso 530,-34.603424200000006,-58.36349620000001,484 - Puerto Madero,Autoservicio
1379,485,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Boedo 431 431,-34.6177626,-58.416892,485 - Almagro,Autoservicio
1380,486,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Crisologo Larralde 2287,-34.548247499999995,-58.4669121,486 - Nua±Ez,Autoservicio
1381,487,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Vidal 2463,-34.5608571,-58.4631715,487 - Belgrano,Autoservicio
1382,488,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Gral. Mariano Acha 3060,-34.5653623,-58.4832909,488 - Villa Urquiza,Autoservicio
1383,489,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cuenca 1560,-34.6158804,-58.4833332,489 - Villa Santa Rita,Autoservicio
1384,49,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Emilio Lamarca 1965,-34.614030799999995,-58.4929315,49 - Villa Santa Rita,Autoservicio
1385,490,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Juan B.Justo 5030,-34.61218970000001,-58.46931230000001,490 - Villa General Mitre,Autoservicio
1386,491,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Valle 509,-34.624435600000005,-58.4349162,491 - Caballito,Autoservicio
1387,492,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Gaona 1286,-34.6082744,-58.44755229999999,492 - Caballito,Autoservicio
1388,493,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Lima 277,-34.611687100000005,-58.381835,493 - Monserrat,Autoservicio
1389,494,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Macia,Gral. Urquiza 125,-32.172327,-59.398493,494 - Macia,Autoservicio
1390,495,15,1,Supermercados Dia,Dia Argentina S.A,Ar-E,Diamante,Sarmiento 0,-32.070467,-60.637659,495 - Diamante,Autoservicio
1391,497,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Santa Fe 927,-34.5951915,-58.3804858,497 - Retiro,Autoservicio
1392,498,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Ruis Huidobro 3942,-34.5512734,-58.4871771,498 - Saavedra,Autoservicio
1393,499,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,El Palomar,Misiones 6458,-34.605001,-58.594873,499 - El Palomar,Autoservicio
1394,5,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av San Juan 2641,-34.6236734,-58.40146970000001,5 - San Cristobal,Autoservicio
1395,50,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Nazca 1663,-34.6147863,-58.4787121,50 - Villa Santa Rita,Autoservicio
1396,500,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cl Libertad 1630,-34.5892217,-58.3834012,500 - Retiro,Autoservicio
1397,5003,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Las Heras,Cl Villamayor 505,-34.925472,-58.94930600000001,5003 - Las Heras,Autoservicio
1398,501,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Triunvirato 3551,-34.5823064,-58.47161139999999,501 - Villa Ortuzar,Autoservicio
1399,502,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Cordoba 6075,-34.583892799999994,-58.445996,502 - Chacarita,Autoservicio
1400,503,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Independencia 3311,-34.620567,-58.41272900000001,503 - Almagro,Autoservicio
1401,504,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,A Tte. Gral Juan D. Peron 2807,-34.607716499999995,-58.40653270000001,504 - Balvanera,Autoservicio
1402,505,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Rivadavia 10536,-34.639328000000006,-58.51208199999999,505 - Liniers,Autoservicio
1403,508,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,A Varela 65,-34.6366914,-58.4617314,508 - Flores,Autoservicio
1404,509,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av  Del Libertador 6761,-34.5499895,-58.4532876,509 - Belgrano,Autoservicio
1405,5095,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Juan Bautista Alberdi 7272,-34.6606831,-58.51516120000001,5095 - Mataderos,Autoservicio
1406,51,15,1,Supermercados Dia,Dia Argentina S.A,Ar-B,Lomas De Zamora,Cl Maipu 148,-34.743166200000005,-58.3939275,51 - Lomas De Zamora,Autoservicio
1407,510,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Jean Jaures 318,-34.6064083,-58.40990229999999,510 - Balvanera,Autoservicio
1408,511,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Leopoldo Marechal 1247,-34.603977,-58.4403471,511 - Villa Crespo,Autoservicio
1409,5113,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Gascon 316,-34.6084278,-58.4246824,5113 - Almagro,Autoservicio
1410,512,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Chacabuco 685,-34.615949900000004,-58.3760331,512 - Montserrat,Autoservicio
1411,5124,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Fernandez De La Cruz 1030,-34.6443523,-58.4248546,5124 - Pompeya,Autoservicio
1412,5129,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Juan Bautista Alberdi 5287,-34.6476172,-58.4982344,5129 - Mataderos,Autoservicio
1413,513,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Av Rivadavia 10060,-34.6384109,-58.50532850000001,513 - Villa Luro,Autoservicio
1414,5133,15,1,Supermercados Dia,Dia Argentina S.A,Ar-C,Capital Federal,Corrales 1669,-34.651978799999995,-58.4267385,5133 - Pompeya,Autoservicio
